,id,target
367,367,(A) Emerging systems of coerced labor
368,368,(A) Rigid societal gender roles
369,369,"(A) The colonization of the interior of Africa
This answer is the best choice because it involves the exploitation of continents (Africa) outside of Europe, which aligns with the author's description of the ""quantum jump"" for global hegemony. The other options do not directly relate to the exploitation of new lands and resources outside of Europe."
370,370,(D) The chartering of companies to assume costs and share profits
371,371,"(A) is not the answer, as the poem does not provide evidence of the strength of Confucian relationships between husband and wife.
(D) is not the answer, as the poem does not provide evidence of traditional Chinese gender relations being reversed during the reign of Empress Wu Zetian.
Between (B) and (C), the answer is (C): Agricultural work could be shared by women and men alike. This is based on the soldier's statement ""Even if wives are strong enough to handle a hoe and plow,"" indicating that women were involved in agricultural work. There is no evidence in the poem to support (B): Imperial rescripts emphasized the birth of able sons over daughters to fulfill conscription quotas."
372,372,(C) The Industrial Revolution
373,373,(B) a tactic allowing the exclusion of non-Europeans without referring directly to race.
374,374,(A) Victories against outsiders granted legitimacy to leaders of states.
375,375,(A) The eastward expansion of Russia
376,376,"(D) The caste system was integral to the Hindu religion, transcending historical eras."
377,377,(B) Collective defense
378,378,"(D) is the answer. The use of the word ""idolatrous"" to describe the Koholanes suggests that religion played a role in the Arab slave trade, as it indicates a religious motivation for the enslavement of these individuals."
379,379,(C) A proposal to increase the standing of Africa in the modern world
380,380,(A)
381,381,(C) Communism
382,382,(C) The conquest of Constantinople by Latin Christians
383,383,(C)
384,384,(A)
385,385,"(B) is not the answer, as the opium trade was not successfully banned in China at this time. (A) and (C) are also not the answer. The answer is (D): (D) The expulsion of all foreigners from Chinese territory. However, it's important to note that this did not actually happen as a result of Lin Zexu's letter. Instead, the Opium Wars broke out between China and Britain, which eventually led to more favorable trade terms for the West and the forced opening of China to foreign trade and influence."
386,386,"(A) is not the answer, as it is not related to the reason for the demarcation line. (B) is not the answer, as it is not related to the reason for the demarcation line. (D) is the answer, as the Treaty of Tordesillas was signed in 1494, 4 years after Bartolomeu Dias, a Portuguese explorer, became the first European to round the Cape of Good Hope, opening up a sea route to India and other parts of Asia."
387,387,(D) Thirty Years' War
388,388,"(A) is the answer. Source 1 describes the establishment of a representative government (a republic) in Colombia, while Source 2 describes the establishment of a hereditary monarchy in Brazil, but it does not indicate military dictatorships or industrialization."
389,389,(C) The end justifies the means
390,390,(B) rejected the central tenets of Islam
391,391,(A)
392,392,(B) It was a pragmatic rather than an ethical or religious ideology.
393,393,(B) Trade contacts who came from the north across the Sahara.
394,394,(A)
395,395,(B) It was a continuation of a preexisting cultural pattern.
396,396,(D) World War II
397,397,(D) The reduction of political instability and unrest in former colonies.
398,398,(C) The use of religion to ponder conceptions of the afterlife
399,399,(A)
400,400,"(A) A lack of common ethnicity, language, or religion"
401,401,(B) The fight for independence in South America
402,402,(C) The bulk of the world's silver supply moved to China.
403,403,(A) Policies of religious toleration
404,404,(D) The world community sees power as a function of size and influence.
405,405,"(D) Despite abuses on the part of Lenin and Stalin, the Soviet regime managed significant achievements."
406,406,(D) Amiable cultural exchange between Europe and Asia
407,407,(A) The first union of independent Latin American states
408,408,(C) The promulgation of royal decrees insisting on more humane treatment of the natives
409,409,(A) It highly fictionalizes the story of Xuanzang's accomplishments.
410,410,(C) contact with Muslim trade caravans.
411,411,(D) Morality and justice
412,412,(C) The person traditionally credited with composing the Mahabharata was born to a fisherwoman.
413,413,(B) The world engages in subtler forms of discrimination.
414,414,(C) World War II
415,415,(B) There is an expectation of an afterlife.
416,416,(D) Reform
417,417,(C) Decolonization
418,418,(B) Ancient cities featured areas for worshipping their patron deities.
419,419,(A) The formation of far-flung diaspora communities as a result of interregional commerce
420,420,(A) The ability of commerce to foster cultural diffusion
421,421,(C) The persistence of the senate as a body of government in the empire
422,422,(C) Protestant
423,423,(A)
424,424,"(A) The Zimmerman Telegram was not yet discovered in 1904 when Ruben Dario wrote ""To Roosevelt."" The events surrounding the Spanish-American War and Theodore Roosevelt's role in it are more likely to have inspired this poem. So, the answer is none of the given options."
425,425,(A) Empires encouraged rival tribes to destroy one another to reduce threats to the state.
